Year,Length_Category,Sector,Gear,Region,SAUP,NV,GT,P,NVActive,GTActive,PActive,NomActive,NVerr,Perr,GTerr,RActivity,MethodNV,MethodLOA,MethodGT,MethodP,Country,EffActive
1990,6-12m,APW,Pots_and_Traps,NorthAmerica,124,1648,12354.70721,84366.9494,1172.0405824,9752.94359334751,70969.2334572467,14459638.522569,0.0996982753398058,0.0138812162176678,0.0246408759356174,0.840808102992854,GAM,Data,LOA,AIC,CAN,21547043.0449365
1991,6-12m,APW,Pots_and_Traps,NorthAmerica,124,1551,11961.13431,83318.9947,1110.4589235,9511.48376101466,70380.6808400783,14338645.819409,0.0929474616376531,0.0129896696530291,0.0232811598364748,0.844336247542597,GAM,Data,LOA,AIC,CAN,21875117.9179442
1992,6-12m,APW,Pots_and_Traps,NorthAmerica,124,1584,12298.88727,86124.6641,1135.3028274,9785.58474780913,72717.245672877,14814912.1099007,0.0892141233143939,0.0127958985595746,0.0228128617809519,0.843944766611954,GAM,Data,LOA,AIC,CAN,23016114.5210768
1993,6-12m,APW,Pots_and_Traps,NorthAmerica,124,1564,12263.20581,86193.7627,1123.057417,9771.2878636834,72844.4260211424,14840536.3932141,0.085084111668798,0.0125590591797797,0.0222266810070363,0.844746729506157,GAM,Data,LOA,AIC,CAN,23603106.2147138
1994,6-12m,APW,Pots_and_Traps,NorthAmerica,124,1510,12026.67505,85176.7112,1088.1733702,9616.00087298762,72151.3181441516,14698790.3093346,0.0803437545033113,0.0121474217979416,0.0214570137038464,0.846706130183072,GAM,Data,LOA,AIC,CAN,23797656.6616961
1995,6-12m,APW,Pots_and_Traps,NorthAmerica,124,1427,11546.67942,81862.307,1032.1467407,9264.13059852711,69613.1472911915,14180982.8252113,0.07593765865452,0.011820170960089,0.0206874871295144,0.85000376032932,GAM,Data,LOA,AIC,CAN,23394118.7234971
1996,6-12m,APW,Pots_and_Traps,NorthAmerica,124,1354,11065.56398,79782.7571,981.389017,8892.82327580039,67700.3774078175,13792025.3611967,0.0724585229689808,0.0114390031488888,0.0201653079745496,0.848184067583852,GAM,Data,LOA,AIC,CAN,23112652.2272153
1997,6-12m,APW,Pots_and_Traps,NorthAmerica,124,1321,10806.99043,79232.328,957.1143127,8676.31921454111,66891.720587796,13628419.3053961,0.0700501455942468,0.0111806921734714,0.0199587240653346,0.843860238492786,GAM,Data,Data,AIC,CAN,23143249.3121213
1998,6-12m,APW,Pots_and_Traps,NorthAmerica,124,1342,11040.47491,80956.948,973.1310514,8865.63545964396,68369.81340853,13929446.6149033,0.0672171841877794,0.0110866221793338,0.0195802929785923,0.844134647946407,GAM,Data,Data,AIC,CAN,23911803.7241423
1999,6-12m,APW,Pots_and_Traps,NorthAmerica,124,1180,9942.03192,72128.4577,861.0793162,8033.02194075816,61510.9979251539,12529807.1094245,0.0627709121949152,0.0107893644422438,0.0186055224400587,0.852442793348531,GAM,Data,LOA,AIC,CAN,21678529.2371279
2000,6-12m,APW,Pots_and_Traps,NorthAmerica,124,1177,10029.6764,73965.227,861.1493233,8121.2787282926,62978.0414552135,12828967.7818278,0.0596013470773152,0.0103632379181015,0.0180618480913723,0.851095377018472,GAM,Data,LOA,AIC,CAN,22352012.8537627
2001,6-12m,APW,Pots_and_Traps,NorthAmerica,124,1174,10139.51151,76111.738,861.78853,8232.94231842506,64726.452707323,13185265.3372147,0.0563901134156729,0.0099173791086365,0.0174562484166707,0.850053520846619,GAM,Data,LOA,AIC,CAN,23167482.6409236
2002,6-12m,APW,Pots_and_Traps,NorthAmerica,124,1139,9741.29504,76040.616,843.4962895,8001.80015030909,64855.7096784192,13214774.9199585,0.0549966573046532,0.0096908370931401,0.0176552559356293,0.852488453920253,GAM,Data,LOA,AIC,CAN,23399323.4110429
2003,6-12m,APW,Pots_and_Traps,NorthAmerica,124,1152,9913.842,74981.228,792.5280044,7530.5233077866,59510.1420532548,12124633.3813267,0.0524018784114583,0.0099310887680057,0.0173326580970986,0.793300799186996,GAM,Data,LOA,AIC,CAN,21672437.097487
2004,6-12m,APW,Pots_and_Traps,NorthAmerica,124,1129,9732.17687,73988.286,811.1290086,7666.36144746048,60660.3634077408,12359522.552253,0.0502433421169176,0.0098810278204311,0.0171400927073134,0.819507742482643,GAM,Data,LOA,AIC,CAN,22323994.2603198
2005,6-12m,APW,Pots_and_Traps,NorthAmerica,124,1138,9794.45242,72747.496,816.9693961,7712.07161120087,59952.5387202196,12213966.1510942,0.0483006881019332,0.0102431943805112,0.0170681552169572,0.823776580212028,GAM,Data,LOA,AIC,CAN,22308021.3179737
2006,6-12m,APW,Pots_and_Traps,NorthAmerica,124,1136,9807.31679,73438.984,856.6250757,8128.47323388393,63666.26478555,12970943.3348887,0.0462733516197183,0.0100617869450938,0.0167978551311053,0.866551086482079,GAM,Data,LOA,AIC,CAN,23962463.7403055
2007,6-12m,APW,Pots_and_Traps,NorthAmerica,124,1142,9864.79318,73195.595,873.4686832,8203.86933207042,63502.337681956,12937815.2554627,0.0444367729509632,0.0102055843376807,0.0166645511259087,0.867235273287025,GAM,Data,LOA,AIC,CAN,24183014.5380695
2008,6-12m,APW,Pots_and_Traps,NorthAmerica,124,1112,9670.76096,71231.12,844.5333741,8014.97500053405,61819.970816379,12594127.0905095,0.0423719077877698,0.0101839936947937,0.0163448672559956,0.867538074439355,GAM,Data,LOA,AIC,CAN,23691625.1178343
2009,6-12m,APW,Pots_and_Traps,NorthAmerica,124,1116,9765.85884,72196.989,818.6495652,7891.42379390502,61347.6425229225,12497280.5651214,0.0419569192114695,0.0100127475875473,0.0159880267580122,0.849360514610345,GAM,Data,LOA,AIC,CAN,23548523.070014
2010,6-12m,APW,Pots_and_Traps,NorthAmerica,124,1114,9823.30655,73048.639,807.2225865,8005.76840546782,63160.4640616085,12865307.2428086,0.0421031409425494,0.009812751221311,0.0156593192885618,0.864195497996841,GAM,Data,LOA,AIC,CAN,24388488.2695796
2011,6-12m,APW,Pots_and_Traps,NorthAmerica,124,1105,9837.52167,71913.783,805.1978253,8024.77866545944,62458.1824910547,12720854.6616641,0.0421730801176471,0.0098184722532739,0.0152267849413361,0.868119230216974,GAM,Data,LOA,AIC,CAN,24550847.0737198
2012,6-12m,APW,Pots_and_Traps,NorthAmerica,124,1072,9611.70982,71074.028,791.3112226,7804.23845790631,60752.48588852,12374308.2915142,0.0422624014365672,0.0095785557961392,0.0149172460080038,0.85444114561188,GAM,Data,LOA,AIC,CAN,24295460.1740842
2013,6-12m,APW,Pots_and_Traps,NorthAmerica,124,1049,9549.52826,71210.828,777.7128203,7782.89383067813,61005.948510398,12425347.175356,0.0423647973784557,0.0092254105148565,0.0143143063982129,0.856368261349316,GAM,Data,LOA,AIC,CAN,24855589.2989393
2014,6-12m,APW,Pots_and_Traps,NorthAmerica,124,1028,9473.89331,71197.93,764.8266794,7743.60770889916,61080.591136147,12440154.5822954,0.0430989256809339,0.0089253727057774,0.013854625436034,0.857578750260595,GAM,Data,LOA,AIC,CAN,25395255.0046421
2015,6-12m,APW,Pots_and_Traps,NorthAmerica,124,1009,9399.45766,71203.643,753.2219995,7703.98690638403,61167.1583972315,12457462.4042455,0.04393788864222,0.008668027932586,0.0134633131989762,0.858731142358545,GAM,Data,LOA,AIC,CAN,25960217.9721591
2016,6-12m,APW,Pots_and_Traps,NorthAmerica,124,973,9188.15538,70768.963,729.3019021,7555.15032731949,60764.2869348835,12375399.5723186,0.0447987049023638,0.0083027660069206,0.0129866786097674,0.858315887703292,GAM,Data,LOA,AIC,CAN,26083203.4525479
2017,6-12m,APW,Pots_and_Traps,NorthAmerica,124,917,8765.36207,68486.291,690.0057965,7229.67662396014,58804.2744485555,11976059.1598703,0.0400047771428571,0.0079601701412545,0.0125522404506231,0.858319140477488,GAM,Data,LOA,AIC,CAN,25529280.8316489
1950,Less than 6m,APW,Pots_and_Traps,NorthAmerica,124,11,28.1436352,118.189482,7.0480355,18.0324854535136,75.727605896601,15534.763420317,0.0141460518181818,0.083763808779546,0.153794390006363,0.6407305,GAM,Data,LOA,AIC,CAN,15711.8597233086
1951,Less than 6m,APW,Pots_and_Traps,NorthAmerica,124,12,30.8920218,126.435464,7.688766,19.7934605739249,81.011058066452,16618.1355382065,0.01713481,0.0854190811218757,0.151204975571809,0.6407305,GAM,Data,LOA,AIC,CAN,16999.1887213722
1952,Less than 6m,APW,Pots_and_Traps,NorthAmerica,124,13,33.6401919,129.771398,8.3294965,21.554296976183,83.148492726239,17056.060098155,0.0204253669230769,0.0901585370741001,0.149038574857202,0.6407305,GAM,Data,LOA,AIC,CAN,17646.0524395265
1953,Less than 6m,APW,Pots_and_Traps,NorthAmerica,124,14,36.3849987,136.757769,8.970227,23.3129784095504,87.6248737102545,17973.641276978,0.023519125,0.0921337259779033,0.147226284422748,0.6407305,GAM,Data,LOA,AIC,CAN,18807.3612642595
1954,Less than 6m,APW,Pots_and_Traps,NorthAmerica,124,16,41.8800222,147.849678,10.251688,26.8338075642171,94.731798109779,19430.4567594875,0.026797324375,0.0973962501282931,0.144276743114052,0.6407305,GAM,Data,LOA,AIC,CAN,20563.5341317538
1955,Less than 6m,APW,Pots_and_Traps,NorthAmerica,124,19,48.048994,166.31276,12.1738795,30.786455950117,106.56165787118,21862.4377930465,0.0301621736842105,0.102818332658925,0.158751988334282,0.6407305,GAM,Data,LOA,AIC,CAN,23401.1005416179
1956,Less than 6m,APW,Pots_and_Traps,NorthAmerica,124,21,53.539243,177.03032,13.4553405,34.3042259370115,113.42872544876,23270.2008706675,0.0333994004761905,0.106761410101275,0.155289667309753,0.6407305,GAM,Data,LOA,AIC,CAN,25191.8915057847
1957,Less than 6m,APW,Pots_and_Traps,NorthAmerica,124,23,59.039719,192.81282,14.7368015,37.8285486747295,123.54105456501,25343.5817023695,0.0365840860869565,0.107358004000439,0.152421429617458,0.6407305,GAM,Data,LOA,AIC,CAN,27749.2715114049
1958,Less than 6m,APW,Pots_and_Traps,NorthAmerica,124,25,64.535188,202.24152,16.0182625,41.349663274834,129.58231023036,26582.10158499,0.0396687056,0.111253128630768,0.150064400935765,0.6407305,GAM,Data,LOA,AIC,CAN,29437.1565181749
1959,Less than 6m,APW,Pots_and_Traps,NorthAmerica,124,29,73.44719,235.93801,18.5811845,47.059854772295,151.172679116305,31015.7240598185,0.0426368827586207,0.110622290755084,0.158116819965393,0.6407305,GAM,Data,LOA,AIC,CAN,34738.5284256345
1960,Less than 6m,APW,Pots_and_Traps,NorthAmerica,124,31,78.937042,249.66763,19.8626455,50.577370389181,159.969665403715,32819.40796873,0.0454874974193548,0.1117485775581,0.15581305196402,0.6407305,GAM,Data,LOA,AIC,CAN,37177.757026982
1961,Less than 6m,APW,Pots_and_Traps,NorthAmerica,124,34,87.183609,269.78714,21.784837,55.8611973863745,172.86084910577,35462.7256282175,0.0482256817647059,0.113422717504185,0.152863528868471,0.6407305,GAM,Data,LOA,AIC,CAN,40630.0637292358
1962,Less than 6m,APW,Pots_and_Traps,NorthAmerica,124,37,95.418884,288.29261,23.7070285,61.137789254762,184.717868151605,37894.1235970215,0.0508691116216216,0.115507642187575,0.150455403890712,0.6407305,GAM,Data,LOA,AIC,CAN,43910.6846022567
1963,Less than 6m,APW,Pots_and_Traps,NorthAmerica,124,41,104.337198,313.39984,26.2699505,66.852025043139,200.80483618312,41199.0743076105,0.053429563902439,0.117740949116196,0.156076592683522,0.6407305,GAM,Data,LOA,AIC,CAN,48284.6122592332
1964,Less than 6m,APW,Pots_and_Traps,NorthAmerica,124,43,109.834872,324.64374,27.5514115,70.374552453996,208.00914585207,42676.467490858,0.0586784551162791,0.119207599730702,0.154501099902916,0.6407305,GAM,Data,LOA,AIC,CAN,50586.2753139166
1965,Less than 6m,APW,Pots_and_Traps,NorthAmerica,124,48,123.565259,361.99332,30.755064,79.1720301816995,231.94016092026,47583.382849235,0.053903835,0.119339201969992,0.15120927473651,0.6407305,GAM,Data,LOA,AIC,CAN,57045.646041333
1966,Less than 6m,APW,Pots_and_Traps,NorthAmerica,124,48,123.558429,367.787,30.755064,79.1676539923845,235.6523484035,48345.2287134585,0.0652841266666667,0.117459288617787,0.151225026288915,0.6407305,GAM,Data,LOA,AIC,CAN,58619.7223637874
1967,Less than 6m,APW,Pots_and_Traps,NorthAmerica,124,52,132.476031,392.72141,33.317986,84.8814335806455,251.628585390005,51627.6449323625,0.0688448521153846,0.119168410317141,0.155600596123702,0.6407305,GAM,Data,LOA,AIC,CAN,63313.3658337337
1968,Less than 6m,APW,Pots_and_Traps,NorthAmerica,124,54,137.984829,407.1548,34.599447,88.4110884775845,260.8764985814,53524.1623612275,0.0724251266666667,0.119364957015268,0.154343155550253,0.6407305,GAM,Data,LOA,AIC,CAN,66387.4391047193
1969,Less than 6m,APW,Pots_and_Traps,NorthAmerica,124,55,140.733924,418.83059,35.2401775,90.172517491482,268.357533345995,55058.5517261025,0.0759476009090909,0.118186247024559,0.1537641571225,0.6407305,GAM,Data,LOA,AIC,CAN,69069.0956022814
1970,Less than 6m,APW,Pots_and_Traps,NorthAmerica,124,58,148.963478,432.64207,37.162369,95.445443740679,277.206969832135,56874.1423298955,0.0745886455172414,0.120654052283642,0.152182348015236,0.6407305,GAM,Data,LOA,AIC,CAN,72160.0450587225
1971,Less than 6m,APW,Pots_and_Traps,NorthAmerica,124,60,154.454797,482.16226,38.44383,98.9638993092085,308.93606593093,63381.590303393,0.0776260258333333,0.111995466945845,0.151213715640046,0.6407305,GAM,Data,LOA,AIC,CAN,81333.2293479484
1972,Less than 6m,APW,Pots_and_Traps,NorthAmerica,124,58,148.958204,483.64977,37.162369,95.442064528022,309.889158956985,63578.837906357,0.0640497989655172,0.107929342278564,0.15219570817704,0.6407305,GAM,Data,LOA,AIC,CAN,82516.4279283174
1973,Less than 6m,APW,Pots_and_Traps,NorthAmerica,124,61,157.211139,514.41826,39.0845605,100.72997169704,329.60346893893,67622.8462602065,0.0617433003278689,0.106722485559778,0.150735070463321,0.6407305,GAM,Data,LOA,AIC,CAN,88765.505265373
1974,Less than 6m,APW,Pots_and_Traps,NorthAmerica,124,63,160.619432,553.08818,40.3660215,102.913768975076,354.38046611549,72714.050447185,0.0570849176190476,0.102515329590005,0.155285954271598,0.6407305,GAM,Data,LOA,AIC,CAN,96536.6156904144
1975,Less than 6m,APW,Pots_and_Traps,NorthAmerica,124,72,185.346811,641.58871,46.132596,118.757354885435,411.085454952655,84341.99552466,0.0567086391666667,0.100999260427769,0.151211696883795,0.6407305,GAM,Data,LOA,AIC,CAN,112078.695732688
1976,Less than 6m,APW,Pots_and_Traps,NorthAmerica,124,71,182.591418,611.14847,45.4918655,116.991890550849,391.581464757335,80343.266954515,0.056693918028169,0.104557282414567,0.151622353996659,0.6407305,GAM,Data,LOA,AIC,CAN,107133.190550935
1977,Less than 6m,APW,Pots_and_Traps,NorthAmerica,124,83,213.46716,723.62643,53.1806315,136.77492016038,463.649524307115,95129.62895869,0.0661882056626506,0.103230065084318,0.151581420982225,0.6407305,GAM,Data,LOA,AIC,CAN,127386.831695396
1981,Less than 6m,APW,Pots_and_Traps,NorthAmerica,124,31,78.939809,260.66466,19.8626455,50.5791432904745,167.01579793413,34270.0955047375,0.121071141935484,0.107034039425413,0.155801906820664,0.6407305,GAM,Data,LOA,AIC,CAN,47366.8343114971
1982,Less than 6m,APW,Pots_and_Traps,NorthAmerica,124,34,87.176127,284.97674,21.784837,55.8564034407735,182.59328910857,37464.723315645,0.119689344117647,0.107377157495612,0.152887372872094,0.6407305,GAM,Data,LOA,AIC,CAN,52286.1206489687
1983,Less than 6m,APW,Pots_and_Traps,NorthAmerica,124,229,589.80067,1939.22914,146.7272845,377.903278189435,1242.52325648677,254942.073834507,0.118318483406114,0.106279321480339,0.151754099903396,0.6407305,GAM,Data,LOA,AIC,CAN,357590.931626368
1984,Less than 6m,APW,Pots_and_Traps,NorthAmerica,124,280,721.75081,2450.89732,179.40454,462.447757366705,1570.36466529226,322210.346243318,0.1195974025,0.102819447172197,0.151886915962893,0.6407305,GAM,Data,LOA,AIC,CAN,452570.507906652
1985,Less than 6m,APW,Pots_and_Traps,NorthAmerica,124,303,780.76737,2693.45389,194.1413415,500.261467363785,1725.77805766665,354105.315294684,0.122086607920792,0.101245487676329,0.151933731784731,0.6407305,GAM,Data,LOA,AIC,CAN,499165.299357086
1986,Less than 6m,APW,Pots_and_Traps,NorthAmerica,124,306,789.07691,2864.33431,196.063533,505.585643082755,1835.26635461345,376568.038756378,0.122993653921569,0.0961479946445284,0.15162603083176,0.6407305,GAM,Data,LOA,AIC,CAN,535980.488424917
1987,Less than 6m,APW,Pots_and_Traps,NorthAmerica,124,338,870.83771,3339.91498,216.566909,557.972281347155,2139.98539509289,439108.557509954,0.119883940828402,0.0910801640145814,0.151897516175477,0.6407305,GAM,Data,LOA,AIC,CAN,632193.672684445
1988,Less than 6m,APW,Pots_and_Traps,NorthAmerica,124,364,938.19976,3839.13293,233.225902,601.13320132468,2459.84956180536,504753.508441951,0.118711595054945,0.085331774340736,0.151669101384763,0.6407305,GAM,Data,LOA,AIC,CAN,735568.778832559
1989,Less than 6m,APW,Pots_and_Traps,NorthAmerica,124,389,1000.6927,4205.75788,249.2441645,641.17433401735,2694.75734933134,552985.299024037,0.118850316709512,0.0832430215467792,0.152425985822001,0.6407305,GAM,Data,LOA,AIC,CAN,811985.73493126
1990,Less than 6m,APW,Pots_and_Traps,NorthAmerica,124,383,986.10817,4305.04943,245.3997815,631.829580818185,2758.37647380861,566046.622303062,0.117765811488251,0.0800687670871829,0.15205342591006,0.6407305,GAM,Data,LOA,AIC,CAN,843494.87140831
1991,Less than 6m,APW,Pots_and_Traps,NorthAmerica,124,348,896.26062,4156.87266,222.974214,574.26151518291,2663.43509787813,546583.285176506,0.111209140229885,0.075345108002282,0.15203021541723,0.6407305,GAM,Data,LOA,AIC,CAN,833870.503937602
1992,Less than 6m,APW,Pots_and_Traps,NorthAmerica,124,349,899.12078,4615.94353,223.6149445,576.09410692979,2957.57580594866,606967.715683247,0.106557131805158,0.0680467640502736,0.151913476274745,0.6407305,GAM,Data,LOA,AIC,CAN,942971.40280879
1993,Less than 6m,APW,Pots_and_Traps,NorthAmerica,124,338,870.86796,4622.94171,216.566909,557.99166344478,2962.05975331916,607890.896846641,0.10167025147929,0.0658022522979166,0.151883867441902,0.6407305,GAM,Data,LOA,AIC,CAN,966819.057280816
1994,Less than 6m,APW,Pots_and_Traps,NorthAmerica,124,318,820.05354,4509.77649,203.752299,525.43331471097,2889.55134532595,593021.84857144,0.0965060160377358,0.0634621286043123,0.151585421661883,0.6407305,GAM,Data,LOA,AIC,CAN,960115.087581403
1995,Less than 6m,APW,Pots_and_Traps,NorthAmerica,124,293,755.56211,4220.262,187.7340365,484.111688521355,2704.050581391,554991.274366408,0.091708896552901,0.0624842741399103,0.151696970498375,0.6407305,GAM,Data,LOA,AIC,CAN,915559.374343945
1996,Less than 6m,APW,Pots_and_Traps,NorthAmerica,124,272,699.78169,5717.18186,174.278696,448.371472124545,3663.17279174873,751672.033308747,0.0875700085661765,0.0428182975110818,0.152121344388648,0.6407305,GAM,Data,LOA,AIC,CAN,1259650.69232453
1997,Less than 6m,APW,Pots_and_Traps,NorthAmerica,124,262,674.29909,6304.18372,167.871391,432.043993085245,4039.28278700746,828896.74766608,0.084175718778626,0.0374037259940789,0.151980552684759,0.6407305,GAM,Data,Data,AIC,CAN,1407600.07858336
1998,Less than 6m,APW,Pots_and_Traps,NorthAmerica,124,262,674.2924,6484.24045,167.871391,432.0397065982,4154.65062564872,852588.110946085,0.0805559273664122,0.0363650891307287,0.151983828090929,0.6407305,GAM,Data,Data,AIC,CAN,1463584.31387129
1999,Less than 6m,APW,Pots_and_Traps,NorthAmerica,124,223,573.33569,3808.19179,142.8829015,367.353663321545,2440.0246297026,500885.170450747,0.0760532189686099,0.0527021795530915,0.15252228375127,0.6407305,GAM,Data,LOA,AIC,CAN,866609.814279817
2000,Less than 6m,APW,Pots_and_Traps,NorthAmerica,124,216,556.24384,4176.58781,138.397788,356.40239372512,2676.0671957952,549336.568208056,0.0723122386111111,0.0465451717622896,0.151874078445525,0.6407305,GAM,Data,LOA,AIC,CAN,957113.482740302
2001,Less than 6m,APW,Pots_and_Traps,NorthAmerica,124,211,542.60134,4416.07018,135.1941355,347.66122787887,2829.51085446649,580851.550754935,0.0686176278672986,0.0430020324107515,0.15251229746471,0.6407305,GAM,Data,LOA,AIC,CAN,1020598.96975203
2002,Less than 6m,APW,Pots_and_Traps,NorthAmerica,124,204,525.40279,8545.47318,131.6788788,339.139462282313,5515.97219195035,1131759.23677228,0.0659980230882353,0.0214850637648624,0.151884031457047,0.6454847,GAM,Data,LOA,AIC,CAN,2003999.35413753
2003,Less than 6m,APW,Pots_and_Traps,NorthAmerica,124,203,522.58579,8345.30903,122.3190913,314.887778123609,5028.52520772061,1031776.74546438,0.0627612019704433,0.0218925424748228,0.152070042292654,0.6025571,GAM,Data,LOA,AIC,CAN,1844271.56776264
2004,Less than 6m,APW,Pots_and_Traps,NorthAmerica,124,197,506.10128,7975.73382,125.1924756,321.624731713344,5068.53736879414,1040025.31269347,0.0598333270050761,0.0222299322688693,0.152956841137114,0.6354948,GAM,Data,LOA,AIC,CAN,1878512.62158375
2005,Less than 6m,APW,Pots_and_Traps,NorthAmerica,124,196,505.49996,6193.38558,124.4240536,320.899765907336,3931.66397638463,806738.593359149,0.0570495619387755,0.0284819982278281,0.151339189083457,0.6348166,GAM,Data,LOA,AIC,CAN,1473456.00242029
2006,Less than 6m,APW,Pots_and_Traps,NorthAmerica,124,194,499.92561,6837.1206,128.817261,331.953854556465,4539.8925196839,931572.3016179,0.0543668904639175,0.0255370619026384,0.151675479008247,0.6640065,GAM,Data,LOA,AIC,CAN,1720982.57795553
2007,Less than 6m,APW,Pots_and_Traps,NorthAmerica,124,192,494.38318,6414.76739,131.3551104,338.227902025016,4388.60665991547,900585.13522271,0.05188752265625,0.0269378386851325,0.15201138579033,0.6841412,GAM,Data,LOA,AIC,CAN,1683349.3899725
2008,Less than 6m,APW,Pots_and_Traps,NorthAmerica,124,183,471.87666,5895.39017,123.4094721,318.218849764542,3975.66660493568,815833.193666214,0.0493647834426229,0.0279370840911319,0.151494276728923,0.6743687,GAM,Data,LOA,AIC,CAN,1534716.46300843
2009,Less than 6m,APW,Pots_and_Traps,NorthAmerica,124,181,466.17868,5910.44841,115.9722205,298.69489872574,3787.0045649635,777147.989932416,0.04923203,0.0275613557815884,0.151931268033965,0.6407305,GAM,Data,LOA,AIC,CAN,1464373.57106424
2010,Less than 6m,APW,Pots_and_Traps,NorthAmerica,124,176,454.66553,5785.4047,107.353224,277.328468677095,3528.87412891905,724155.995457581,0.05005893,0.027379246227139,0.150748008881782,0.6099615,GAM,Data,LOA,AIC,CAN,1372767.06006653
2011,Less than 6m,APW,Pots_and_Traps,NorthAmerica,124,172,443.66688,3509.74908,105.9077788,273.184731325152,2161.10307679153,443709.896361359,0.05088715,0.044105724768339,0.151390679235466,0.6157429,GAM,Data,LOA,AIC,CAN,856346.063247826
2012,Less than 6m,APW,Pots_and_Traps,NorthAmerica,124,163,421.008881,3445.72331,104.4390715,269.753230827571,2207.78001927796,453280.30775223,0.05171652,0.0425745127481417,0.150891842103623,0.6407305,GAM,Data,LOA,AIC,CAN,889961.152191672
2013,Less than 6m,APW,Pots_and_Traps,NorthAmerica,124,155,401.134471,3249.862846,99.3132275,257.019090171065,2082.286246249,427496.667216617,0.05254688,0.0429248832035931,0.150132964644504,0.6407305,GAM,Data,LOA,AIC,CAN,855161.746150333
2014,Less than 6m,APW,Pots_and_Traps,NorthAmerica,124,148,381.979263,3080.516018,94.828114,244.745764171621,1973.78056847115,405237.383377438,0.05337808,0.0419949056842553,0.151346542765524,0.6407305,GAM,Data,LOA,AIC,CAN,827249.100499929
2015,Less than 6m,APW,Pots_and_Traps,NorthAmerica,124,141,364.696502,2919.331965,90.3430005,233.672172074711,1870.50502960043,384025.300497232,0.05420996,0.0422415462394153,0.15046474361787,0.6407305,GAM,Data,LOA,AIC,CAN,800273.778416902
2016,Less than 6m,APW,Pots_and_Traps,NorthAmerica,124,132,342.225292,2756.442236,84.576426,219.274182455806,1766.1366120934,362587.178148314,0.05504235,0.0420380724214734,0.149627044980451,0.6407305,GAM,Data,LOA,AIC,CAN,764212.507374886
2017,Less than 6m,APW,Pots_and_Traps,NorthAmerica,124,120,308.84656,2549.5568,76.88766,197.88741081208,1633.5788032424,335370.29973113,0.05587512,0.0412706122314592,0.151276666507796,0.6407305,GAM,Data,LOA,AIC,CAN,714906.502225647
1950,12-24m,I,Pots_and_Traps,NorthAmerica,124,16,857.7605,4557.7304,14.8608756,781.37345993985,4190.38298365308,827879.00600361,0.9011,0.0012029084786958,0.0001342641725399,0.919393749784816,GAM,Data,Data,AIC,CAN,837316.826672051
1951,12-24m,I,Pots_and_Traps,NorthAmerica,124,17,892.7722,4780.9524,15.8030913,814.36203336354,4400.70625663848,869546.04557529,0.9011,0.0012263199662723,0.0001400711024097,0.920462087063131,GAM,Data,Data,AIC,CAN,889484.70161849
1952,12-24m,I,Pots_and_Traps,NorthAmerica,124,18,927.27987,5004.1754,16.745307,846.875701807959,4611.03047183958,911213.08514697,0.9011,0.0012476429052426,0.0001456727319809,0.921434875508847,GAM,Data,Data,AIC,CAN,942733.186418913
1953,12-24m,I,Pots_and_Traps,NorthAmerica,124,17,850.15989,4615.6661,15.8030913,774.212045868273,4244.97090978357,839145.7386795,0.9011,0.0012730237328915,0.0001548870400054,0.919692842489589,GAM,Data,Data,AIC,CAN,878070.103742652
1954,12-24m,I,Pots_and_Traps,NorthAmerica,124,18,882.29632,4838.8881,16.745307,804.491494756224,4455.29418276897,880812.87247275,0.9011,0.0012929204402455,0.0001615901254692,0.920734002091388,GAM,Data,Data,AIC,CAN,932177.034795512
1955,12-24m,I,Pots_and_Traps,NorthAmerica,124,20,947.65548,5285.3321,18.6297384,866.073921447036,4875.94072873977,964146.95161611,0.9011,0.0013276719207193,0.0001729069134319,0.922551979666178,GAM,Data,Data,AIC,CAN,1032002.92507357
1956,12-24m,I,Pots_and_Traps,NorthAmerica,124,21,977.14168,5508.5541,19.5719541,893.856282020376,5086.26400172517,1005814.08540936,0.9011,0.0013429353203583,0.0001800263795181,0.923350264253086,GAM,Data,Data,AIC,CAN,1088875.83117351
1957,12-24m,I,Pots_and_Traps,NorthAmerica,124,23,1038.89466,5954.9981,21.4563855,952.040909298162,5506.91054769597,1089148.16455272,0.9011,0.0013700292453982,0.0001913195733606,0.924766985796696,GAM,Data,Data,AIC,CAN,1192533.41888514
1958,12-24m,I,Pots_and_Traps,NorthAmerica,124,26,1223.1889,6854.6609,24.068457,1098.86388564573,6250.60480696773,1236313.06345734,0.9011,0.0013547127243043,0.0001834724466676,0.911900058238649,GAM,Data,Data,AIC,CAN,1369099.46860666
1959,12-24m,I,Pots_and_Traps,NorthAmerica,124,28,1279.4581,7301.1049,25.9528884,1151.88160931217,6671.25135293853,1319647.23682227,0.9011,0.0013760911763255,0.0001951839679397,0.913756632182477,GAM,Data,Data,AIC,CAN,1478043.94183241
1960,12-24m,I,Pots_and_Traps,NorthAmerica,124,31,1365.841,7970.7709,28.7795355,1233.2729339037,7302.22117189473,1444648.63820202,0.9011,0.0014036685664571,0.0002101084001321,0.916150995449598,GAM,Data,Data,AIC,CAN,1636494.97003749
1961,12-24m,I,Pots_and_Traps,NorthAmerica,124,35,1480.8422,8863.6589,32.5483983,1341.62887006254,8143.51426383633,1611316.23115932,0.9011,0.0014339563472318,0.0002275247871293,0.918779957786224,GAM,Data,Data,AIC,CAN,1846104.04305367
