,Year,StateAbbr,StateDesc,LocationName,DataSource,Category,Measure,Data_Value_Unit,Data_Value_Type,Data_Value,Data_Value_Footnote_Symbol,Data_Value_Footnote,Low_Confidence_Limit,High_Confidence_Limit,TotalPopulation,TotalPop18plus,LocationID,CategoryID,MeasureId,DataValueTypeID,Short_Question_Text,Geolocation
177625,2022,PA,Pennsylvania,Montour,BRFSS,Disability,Vision disability among adults,%,Crude prevalence,5.2,,,4.7,5.7,18091,14496,42093,DISABLT,VISION,CrdPrv,Vision Disability,POINT (-76.6587680247033 41.0276252587519)
177626,2022,OH,Ohio,Ross,BRFSS,Health Risk Behaviors,Binge drinking among adults,%,Age-adjusted prevalence,17.4,,,14.7,20.6,76606,60517,39141,RISKBEH,BINGE,AgeAdjPrv,Binge Drinking,POINT (-83.0572216272589 39.3374905467001)
177630,2021,PA,Pennsylvania,Bradford,BRFSS,Prevention,Cholesterol screening among adults,%,Crude prevalence,84.4,,,81.7,86.7,59866,46750,42015,PREVENT,CHOLSCREEN,CrdPrv,Cholesterol Screening,POINT (-76.5155111278347 41.7887110958834)
177631,2022,PA,Pennsylvania,Clinton,BRFSS,Health Outcomes,Obesity among adults,%,Crude prevalence,33.7,,,26.8,41.6,37931,30401,42035,HLTHOUT,OBESITY,CrdPrv,Obesity,POINT (-77.6387449615827 41.234143444052)
177633,2022,OH,Ohio,Warren,BRFSS,Health-Related Social Needs,Housing insecurity in the past 12 months among adults,%,Age-adjusted prevalence,7.3,,,6.4,8.3,249778,191037,39165,SOCLNEED,HOUSINSECU,AgeAdjPrv,Housing Insecurity,POINT (-84.1666616383255 39.4277223308555)
177635,2022,PA,Pennsylvania,Fayette,BRFSS,Health Risk Behaviors,Current cigarette smoking among adults,%,Crude prevalence,20.7,,,18.2,23.2,125755,101724,42051,RISKBEH,CSMOKING,CrdPrv,Current Cigarette Smoking,POINT (-79.6474418035071 39.920334883186)
177636,2022,PA,Pennsylvania,Jefferson,BRFSS,Prevention,Visits to doctor for routine checkup within the past year among adults,%,Age-adjusted prevalence,75.1,,,70.9,79.1,43794,34562,42065,PREVENT,CHECKUP,AgeAdjPrv,Annual Checkup,POINT (-78.999583915939 41.1282655443833)
177637,2022,PA,Pennsylvania,Lackawanna,BRFSS,Prevention,Visited dentist or dental clinic in the past year among adults,%,Age-adjusted prevalence,63.8,,,60.0,67.7,215615,171812,42069,PREVENT,DENTAL,AgeAdjPrv,Dental Visit,POINT (-75.6092611042511 41.4363694881254)
177642,2021,PA,Pennsylvania,Greene,BRFSS,Prevention,Cholesterol screening among adults,%,Age-adjusted prevalence,80.4,,,77.6,83.2,34663,28028,42059,PREVENT,CHOLSCREEN,AgeAdjPrv,Cholesterol Screening,POINT (-80.2228180452951 39.8538038368739)
177643,2022,PA,Pennsylvania,Bucks,BRFSS,Health Outcomes,Cancer (non-skin) or melanoma among adults,%,Age-adjusted prevalence,7.3,,,6.5,8.0,645054,518232,42017,HLTHOUT,CANCER,AgeAdjPrv,Cancer (non-skin) or Melanoma,POINT (-75.1067482285946 40.3368045168652)
177648,2022,PA,Pennsylvania,Berks,BRFSS,Health Risk Behaviors,Short sleep duration among adults,%,Age-adjusted prevalence,41.4,,,34.7,48.0,430449,336756,42011,RISKBEH,SLEEP,AgeAdjPrv,Short Sleep Duration,POINT (-75.9258093647672 40.4163199739645)
177650,2022,PA,Pennsylvania,Tioga,BRFSS,Health Status,Frequent mental distress among adults,%,Crude prevalence,17.6,,,15.7,19.5,41106,33211,42117,HLTHSTAT,MHLTH,CrdPrv,Frequent Mental Distress,POINT (-77.2544484368797 41.7723746925981)
177658,2022,PA,Pennsylvania,Indiana,BRFSS,Health Outcomes,Cancer (non-skin) or melanoma among adults,%,Age-adjusted prevalence,7.6,,,6.9,8.5,82957,68262,42063,HLTHOUT,CANCER,AgeAdjPrv,Cancer (non-skin) or Melanoma,POINT (-79.0876599621691 40.6518464143536)
177659,2022,PA,Pennsylvania,Forest,BRFSS,Disability,Self-care disability among adults,%,Crude prevalence,5.1,,,4.7,5.6,6626,6391,42053,DISABLT,SELFCARE,CrdPrv,Self-care Disability,POINT (-79.236591575104 41.5129246402332)
177661,2022,OH,Ohio,Shelby,BRFSS,Health Outcomes,Arthritis among adults,%,Crude prevalence,30.6,,,29.3,31.8,47671,36084,39149,HLTHOUT,ARTHRITIS,CrdPrv,Arthritis,POINT (-84.2045776565192 40.3315252576962)
177672,2022,PA,Pennsylvania,Lycoming,BRFSS,Disability,Vision disability among adults,%,Age-adjusted prevalence,4.3,,,3.9,4.8,113104,89932,42081,DISABLT,VISION,AgeAdjPrv,Vision Disability,POINT (-77.0646368861944 41.3434954609147)
177673,2022,OH,Ohio,Scioto,BRFSS,Health Outcomes,Cancer (non-skin) or melanoma among adults,%,Age-adjusted prevalence,7.6,,,6.9,8.3,72194,56645,39145,HLTHOUT,CANCER,AgeAdjPrv,Cancer (non-skin) or Melanoma,POINT (-82.9932730384393 38.80401792582)
177674,2022,OH,Ohio,Monroe,BRFSS,Health Risk Behaviors,Current cigarette smoking among adults,%,Age-adjusted prevalence,24.3,,,21.7,27.0,13234,10548,39111,RISKBEH,CSMOKING,AgeAdjPrv,Current Cigarette Smoking,POINT (-81.08292876066 39.7273484694683)
177678,2022,OH,Ohio,Stark,BRFSS,Prevention,Current lack of health insurance among adults aged 18-64 years,%,Age-adjusted prevalence,8.3,,,7.3,9.3,372657,293217,39151,PREVENT,ACCESS2,AgeAdjPrv,Health Insurance,POINT (-81.3654802311805 40.8137809427166)
177681,2022,PA,Pennsylvania,Huntingdon,BRFSS,Health Outcomes,Current asthma among adults,%,Crude prevalence,10.4,,,9.0,11.7,43281,35608,42061,HLTHOUT,CASTHMA,CrdPrv,Current Asthma,POINT (-77.9813106456289 40.4168369746766)
177683,2022,OH,Ohio,Pickaway,BRFSS,Health Outcomes,Stroke among adults,%,Crude prevalence,3.6,,,3.3,4.0,60023,47111,39129,HLTHOUT,STROKE,CrdPrv,Stroke,POINT (-83.0242544082613 39.6418488739589)
177684,2022,PA,Pennsylvania,Potter,BRFSS,Health Outcomes,Obesity among adults,%,Age-adjusted prevalence,38.2,,,30.0,46.3,16220,12970,42105,HLTHOUT,OBESITY,AgeAdjPrv,Obesity,POINT (-77.895884484401 41.7449106328318)
177685,2022,PA,Pennsylvania,Beaver,BRFSS,Disability,Hearing disability among adults,%,Age-adjusted prevalence,6.4,,,5.6,7.2,165677,133925,42007,DISABLT,HEARING,AgeAdjPrv,Hearing Disability,POINT (-80.349491791472 40.6823424598597)
177686,2022,PA,Pennsylvania,Cambria,BRFSS,Health Outcomes,Cancer (non-skin) or melanoma among adults,%,Age-adjusted prevalence,7.4,,,6.6,8.1,131441,106415,42021,HLTHOUT,CANCER,AgeAdjPrv,Cancer (non-skin) or Melanoma,POINT (-78.7135019930571 40.4953756223316)
177690,2022,OH,Ohio,Richland,BRFSS,Health Risk Behaviors,Binge drinking among adults,%,Crude prevalence,16.9,,,14.2,19.8,125319,98268,39139,RISKBEH,BINGE,CrdPrv,Binge Drinking,POINT (-82.5363256693401 40.7748694236578)
177692,2022,PA,Pennsylvania,Lehigh,BRFSS,Health Risk Behaviors,No leisure-time physical activity among adults,%,Age-adjusted prevalence,25.4,,,21.7,29.3,376317,292434,42077,RISKBEH,LPA,AgeAdjPrv,Physical Inactivity,POINT (-75.592421171386 40.6126220041777)
177694,2022,PA,Pennsylvania,Jefferson,BRFSS,Health Outcomes,Arthritis among adults,%,Crude prevalence,33.1,,,30.5,35.6,43794,34562,42065,HLTHOUT,ARTHRITIS,CrdPrv,Arthritis,POINT (-78.999583915939 41.1282655443833)
177697,2022,PA,Pennsylvania,Union,BRFSS,Health Outcomes,Coronary heart disease among adults,%,Crude prevalence,7.7,,,6.9,8.5,42744,35288,42119,HLTHOUT,CHD,CrdPrv,Coronary Heart Disease,POINT (-77.0619616361032 40.9630239654904)
177698,2022,PA,Pennsylvania,Centre,BRFSS,Prevention,Colorectal cancer screening among adults aged 45–75 years,%,Age-adjusted prevalence,61.1,,,55.5,66.2,158425,135709,42027,PREVENT,COLON_SCREEN,AgeAdjPrv,Colorectal Cancer Screening,POINT (-77.8198125369243 40.9187332372117)
177700,2021,PA,Pennsylvania,Clarion,BRFSS,Prevention,Cholesterol screening among adults,%,Crude prevalence,81.2,,,78.4,83.9,37346,30392,42031,PREVENT,CHOLSCREEN,CrdPrv,Cholesterol Screening,POINT (-79.4205861386886 41.1924265735214)
177702,2022,PA,Pennsylvania,Centre,BRFSS,Health Risk Behaviors,Short sleep duration among adults,%,Age-adjusted prevalence,37.3,,,30.8,43.7,158425,135709,42027,RISKBEH,SLEEP,AgeAdjPrv,Short Sleep Duration,POINT (-77.8198125369243 40.9187332372117)
177704,2022,PA,Pennsylvania,Bradford,BRFSS,Health Outcomes,Stroke among adults,%,Crude prevalence,4.2,,,3.8,4.6,59866,46750,42015,HLTHOUT,STROKE,CrdPrv,Stroke,POINT (-76.5155111278347 41.7887110958834)
177705,2022,PA,Pennsylvania,Philadelphia,BRFSS,Health Status,Fair or poor self-rated health status among adults,%,Crude prevalence,24.6,,,22.4,26.9,1567258,1236852,42101,HLTHSTAT,GHLTH,CrdPrv,General Health,POINT (-75.1342678683708 40.0073764238932)
177706,2021,OH,Ohio,Wood,BRFSS,Prevention,Cholesterol screening among adults,%,Crude prevalence,81.3,,,78.7,83.8,131592,105161,39173,PREVENT,CHOLSCREEN,CrdPrv,Cholesterol Screening,POINT (-83.622978870736 41.361689646332)
177711,2022,PA,Pennsylvania,Washington,BRFSS,Disability,Vision disability among adults,%,Crude prevalence,4.7,,,4.2,5.1,210383,169635,42125,DISABLT,VISION,CrdPrv,Vision Disability,POINT (-80.2485444480046 40.1894077449089)
177712,2022,OH,Ohio,Shelby,BRFSS,Health-Related Social Needs,Housing insecurity in the past 12 months among adults,%,Age-adjusted prevalence,11.8,,,10.3,13.3,47671,36084,39149,SOCLNEED,HOUSINSECU,AgeAdjPrv,Housing Insecurity,POINT (-84.2045776565192 40.3315252576962)
177717,2022,OH,Ohio,Sandusky,BRFSS,Health Outcomes,All teeth lost among adults aged >=65 years,%,Crude prevalence,18.4,,,15.2,22.1,58667,45983,39143,HLTHOUT,TEETHLOST,CrdPrv,All Teeth Lost,POINT (-83.1440024541005 41.3573025435739)
177718,2021,PA,Pennsylvania,Schuylkill,BRFSS,Health Outcomes,High cholesterol among adults who have ever been screened,%,Crude prevalence,36.1,,,31.4,40.9,143104,114785,42107,HLTHOUT,HIGHCHOL,CrdPrv,High Cholesterol,POINT (-76.216152351359 40.7056715728756)
177719,2022,OH,Ohio,Wyandot,BRFSS,Disability,Cognitive disability among adults,%,Crude prevalence,14.6,,,13.1,16.1,21567,16838,39175,DISABLT,COGNITION,CrdPrv,Cognitive Disability,POINT (-83.3043356711719 40.842380644598)
177721,2022,PA,Pennsylvania,Philadelphia,BRFSS,Disability,Mobility disability among adults,%,Age-adjusted prevalence,17.4,,,15.7,19.1,1567258,1236852,42101,DISABLT,MOBILITY,AgeAdjPrv,Mobility Disability,POINT (-75.1342678683708 40.0073764238932)
177722,2022,PA,Pennsylvania,Northampton,BRFSS,Health Outcomes,Depression among adults,%,Crude prevalence,21.7,,,18.2,25.2,318526,258105,42095,HLTHOUT,DEPRESSION,CrdPrv,Depression,POINT (-75.3074851332014 40.7545552605228)
177725,2022,PA,Pennsylvania,Lawrence,BRFSS,Prevention,Current lack of health insurance among adults aged 18-64 years,%,Age-adjusted prevalence,6.8,,,5.8,7.8,84849,68087,42073,PREVENT,ACCESS2,AgeAdjPrv,Health Insurance,POINT (-80.3347356743559 40.9912321501165)
177728,2021,PA,Pennsylvania,Adams,BRFSS,Prevention,Cholesterol screening among adults,%,Age-adjusted prevalence,82.7,,,80.1,85.3,106027,85792,42001,PREVENT,CHOLSCREEN,AgeAdjPrv,Cholesterol Screening,POINT (-77.2179067034351 39.871619978239)
177731,2021,PA,Pennsylvania,Perry,BRFSS,Health Outcomes,High cholesterol among adults who have ever been screened,%,Age-adjusted prevalence,29.0,,,24.8,33.5,46114,36580,42099,HLTHOUT,HIGHCHOL,AgeAdjPrv,High Cholesterol,POINT (-77.2622712474235 40.3984083146619)
177733,2022,OH,Ohio,Muskingum,BRFSS,Health Status,Frequent mental distress among adults,%,Age-adjusted prevalence,20.2,,,18.3,21.9,86113,66796,39119,HLTHSTAT,MHLTH,AgeAdjPrv,Frequent Mental Distress,POINT (-81.9443705638671 39.9654979109366)
177737,2022,PA,Pennsylvania,Bradford,BRFSS,Disability,Mobility disability among adults,%,Crude prevalence,15.8,,,14.0,17.8,59866,46750,42015,DISABLT,MOBILITY,CrdPrv,Mobility Disability,POINT (-76.5155111278347 41.7887110958834)
177739,2022,PA,Pennsylvania,Susquehanna,BRFSS,Prevention,Colorectal cancer screening among adults aged 45–75 years,%,Crude prevalence,67.1,,,62.1,72.2,38074,31026,42115,PREVENT,COLON_SCREEN,CrdPrv,Colorectal Cancer Screening,POINT (-75.8007919927448 41.8212610713125)
177740,2021,PA,Pennsylvania,Huntingdon,BRFSS,Health Outcomes,High cholesterol among adults who have ever been screened,%,Crude prevalence,35.6,,,31.1,40.5,43281,35608,42061,HLTHOUT,HIGHCHOL,CrdPrv,High Cholesterol,POINT (-77.9813106456289 40.4168369746766)
177743,2022,PA,Pennsylvania,Cameron,BRFSS,Health Status,Frequent mental distress among adults,%,Age-adjusted prevalence,20.1,,,18.0,22.2,4418,3654,42023,HLTHSTAT,MHLTH,AgeAdjPrv,Frequent Mental Distress,POINT (-78.2040372022551 41.4367312238399)
177744,2022,PA,Pennsylvania,Snyder,BRFSS,Health Outcomes,Coronary heart disease among adults,%,Age-adjusted prevalence,6.1,,,5.4,6.8,39652,31599,42109,HLTHOUT,CHD,AgeAdjPrv,Coronary Heart Disease,POINT (-77.0702374046649 40.7699512544196)
177745,2022,PA,Pennsylvania,Greene,BRFSS,Disability,Mobility disability among adults,%,Age-adjusted prevalence,13.0,,,11.5,14.7,34663,28028,42059,DISABLT,MOBILITY,AgeAdjPrv,Mobility Disability,POINT (-80.2228180452951 39.8538038368739)
177746,2022,PA,Pennsylvania,Susquehanna,BRFSS,Disability,Vision disability among adults,%,Age-adjusted prevalence,4.0,,,3.6,4.4,38074,31026,42115,DISABLT,VISION,AgeAdjPrv,Vision Disability,POINT (-75.8007919927448 41.8212610713125)
177748,2022,OH,Ohio,Tuscarawas,BRFSS,Health Outcomes,Current asthma among adults,%,Crude prevalence,11.6,,,10.3,13.0,91937,71061,39157,HLTHOUT,CASTHMA,CrdPrv,Current Asthma,POINT (-81.4739039664201 40.4409826688981)
177752,2022,PA,Pennsylvania,Westmoreland,BRFSS,Disability,Self-care disability among adults,%,Crude prevalence,2.9,,,2.7,3.2,352057,288902,42129,DISABLT,SELFCARE,CrdPrv,Self-care Disability,POINT (-79.4668481490652 40.3107799991622)
177753,2022,PA,Pennsylvania,Butler,BRFSS,Health Status,Frequent mental distress among adults,%,Age-adjusted prevalence,16.1,,,14.5,17.9,197300,160035,42019,HLTHSTAT,MHLTH,AgeAdjPrv,Frequent Mental Distress,POINT (-79.9132626491296 40.9120032618258)
177754,2022,PA,Pennsylvania,Venango,BRFSS,Health Risk Behaviors,Current cigarette smoking among adults,%,Age-adjusted prevalence,18.2,,,15.8,20.7,49777,40467,42121,RISKBEH,CSMOKING,AgeAdjPrv,Current Cigarette Smoking,POINT (-79.7581868804174 41.4006288227586)
177755,2022,PA,Pennsylvania,Erie,BRFSS,Disability,Vision disability among adults,%,Crude prevalence,5.4,,,4.9,6.0,267689,212575,42049,DISABLT,VISION,CrdPrv,Vision Disability,POINT (-80.0327592687448 41.9924719108558)
177757,2021,PA,Pennsylvania,Northumberland,BRFSS,Health Outcomes,High blood pressure among adults,%,Age-adjusted prevalence,31.8,,,28.0,35.6,90133,72563,42097,HLTHOUT,BPHIGH,AgeAdjPrv,High Blood Pressure,POINT (-76.7090293492606 40.8515832628888)
177758,2022,PA,Pennsylvania,Clearfield,BRFSS,Health Status,Fair or poor self-rated health status among adults,%,Crude prevalence,22.4,,,19.9,24.9,77904,63674,42033,HLTHSTAT,GHLTH,CrdPrv,General Health,POINT (-78.4742199350484 41.0000613695045)
177761,2022,OH,Ohio,Pike,BRFSS,Health Outcomes,Depression among adults,%,Crude prevalence,29.7,,,25.9,33.7,27005,20657,39131,HLTHOUT,DEPRESSION,CrdPrv,Depression,POINT (-83.0666366915286 39.0771703661227)
177762,2021,OH,Ohio,Morgan,BRFSS,Health Outcomes,High blood pressure among adults,%,Crude prevalence,42.5,,,38.0,46.9,13668,10826,39115,HLTHOUT,BPHIGH,CrdPrv,High Blood Pressure,POINT (-81.8538156975972 39.6205109466093)
177763,2022,OH,Ohio,Union,BRFSS,Health Outcomes,Obesity among adults,%,Crude prevalence,37.8,,,32.1,44.0,66898,50934,39159,HLTHOUT,OBESITY,CrdPrv,Obesity,POINT (-83.3715354336427 40.2993895656009)
177764,2022,PA,Pennsylvania,Delaware,BRFSS,Prevention,Visited dentist or dental clinic in the past year among adults,%,Age-adjusted prevalence,68.5,,,65.2,71.7,575182,450325,42045,PREVENT,DENTAL,AgeAdjPrv,Dental Visit,POINT (-75.3986194318231 39.9168344268692)
177765,2022,OH,Ohio,Ross,BRFSS,Disability,Vision disability among adults,%,Age-adjusted prevalence,5.8,,,5.3,6.3,76606,60517,39141,DISABLT,VISION,AgeAdjPrv,Vision Disability,POINT (-83.0572216272589 39.3374905467001)
177768,2022,OH,Ohio,Union,BRFSS,Health Status,Fair or poor self-rated health status among adults,%,Crude prevalence,12.8,,,11.3,14.4,66898,50934,39159,HLTHSTAT,GHLTH,CrdPrv,General Health,POINT (-83.3715354336427 40.2993895656009)
177769,2022,PA,Pennsylvania,Clarion,BRFSS,Prevention,Colorectal cancer screening among adults aged 45–75 years,%,Age-adjusted prevalence,57.7,,,51.8,62.9,37346,30392,42031,PREVENT,COLON_SCREEN,AgeAdjPrv,Colorectal Cancer Screening,POINT (-79.4205861386886 41.1924265735214)
177770,2022,PA,Pennsylvania,Lebanon,BRFSS,Health Outcomes,Obesity among adults,%,Age-adjusted prevalence,37.3,,,29.9,45.3,144011,111779,42075,HLTHOUT,OBESITY,AgeAdjPrv,Obesity,POINT (-76.4575100228039 40.3672071517113)
177775,2022,OH,Ohio,Seneca,BRFSS,Disability,Mobility disability among adults,%,Age-adjusted prevalence,14.5,,,13.1,16.1,54632,43023,39147,DISABLT,MOBILITY,AgeAdjPrv,Mobility Disability,POINT (-83.1275866518734 41.1237051920597)
177776,2022,OH,Ohio,Montgomery,BRFSS,Disability,Vision disability among adults,%,Age-adjusted prevalence,5.9,,,5.5,6.3,533892,417262,39113,DISABLT,VISION,AgeAdjPrv,Vision Disability,POINT (-84.2906742372083 39.7546661172735)
177778,2022,PA,Pennsylvania,Lawrence,BRFSS,Health Status,Frequent mental distress among adults,%,Crude prevalence,17.0,,,15.2,18.7,84849,68087,42073,HLTHSTAT,MHLTH,CrdPrv,Frequent Mental Distress,POINT (-80.3347356743559 40.9912321501165)
177782,2022,OH,Ohio,Miami,BRFSS,Health Outcomes,Stroke among adults,%,Age-adjusted prevalence,2.8,,,2.6,3.1,110247,85193,39109,HLTHOUT,STROKE,AgeAdjPrv,Stroke,POINT (-84.2289753159029 40.0535853378213)
177783,2022,PA,Pennsylvania,Clearfield,BRFSS,Prevention,Visited dentist or dental clinic in the past year among adults,%,Age-adjusted prevalence,59.0,,,54.8,62.8,77904,63674,42033,PREVENT,DENTAL,AgeAdjPrv,Dental Visit,POINT (-78.4742199350484 41.0000613695045)
177784,2022,OH,Ohio,Stark,BRFSS,Health-Related Social Needs,Housing insecurity in the past 12 months among adults,%,Age-adjusted prevalence,12.8,,,11.3,14.4,372657,293217,39151,SOCLNEED,HOUSINSECU,AgeAdjPrv,Housing Insecurity,POINT (-81.3654802311805 40.8137809427166)
177785,2022,OH,Ohio,Muskingum,BRFSS,Disability,Vision disability among adults,%,Crude prevalence,5.4,,,4.9,5.9,86113,66796,39119,DISABLT,VISION,CrdPrv,Vision Disability,POINT (-81.9443705638671 39.9654979109366)
177788,2022,PA,Pennsylvania,Mifflin,BRFSS,Health Outcomes,Diagnosed diabetes among adults,%,Crude prevalence,13.0,,,11.2,15.1,45988,35646,42087,HLTHOUT,DIABETES,CrdPrv,Diabetes,POINT (-77.6166496153272 40.6106049713377)
177790,2022,PA,Pennsylvania,Northumberland,BRFSS,Disability,Independent living disability among adults,%,Age-adjusted prevalence,8.6,,,7.8,9.6,90133,72563,42097,DISABLT,INDEPLIVE,AgeAdjPrv,Independent Living Disability,POINT (-76.7090293492606 40.8515832628888)
177792,2022,OH,Ohio,Ross,BRFSS,Health Outcomes,Chronic obstructive pulmonary disease among adults,%,Crude prevalence,11.5,,,10.5,12.7,76606,60517,39141,HLTHOUT,COPD,CrdPrv,COPD,POINT (-83.0572216272589 39.3374905467001)
177793,2021,PA,Pennsylvania,Armstrong,BRFSS,Prevention,Taking medicine to control high blood pressure among adults with high blood pressure,%,Age-adjusted prevalence,59.0,,,53.6,64.2,64747,52537,42005,PREVENT,BPMED,AgeAdjPrv,High Blood Pressure Medication,POINT (-79.4647906785908 40.8120603114913)
177794,2022,PA,Pennsylvania,Huntingdon,BRFSS,Health Risk Behaviors,No leisure-time physical activity among adults,%,Age-adjusted prevalence,25.1,,,20.6,29.7,43281,35608,42061,RISKBEH,LPA,AgeAdjPrv,Physical Inactivity,POINT (-77.9813106456289 40.4168369746766)
177795,2021,OH,Ohio,Pickaway,BRFSS,Health Outcomes,High cholesterol among adults who have ever been screened,%,Crude prevalence,35.2,,,30.9,39.7,60023,47111,39129,HLTHOUT,HIGHCHOL,CrdPrv,High Cholesterol,POINT (-83.0242544082613 39.6418488739589)
177798,2022,PA,Pennsylvania,Montgomery,BRFSS,Disability,Hearing disability among adults,%,Crude prevalence,6.8,,,6.0,7.5,864683,683434,42091,DISABLT,HEARING,CrdPrv,Hearing Disability,POINT (-75.367276645398 40.2108461432027)
177799,2022,PA,Pennsylvania,McKean,BRFSS,Disability,Any disability among adults,%,Age-adjusted prevalence,29.7,,,25.7,33.9,39866,32229,42083,DISABLT,DISABILITY,AgeAdjPrv,Any Disability,POINT (-78.5690193435198 41.8075917412225)
177802,2022,OH,Ohio,Van Wert,BRFSS,Health Risk Behaviors,Current cigarette smoking among adults,%,Crude prevalence,17.9,,,15.7,20.1,28769,22136,39161,RISKBEH,CSMOKING,CrdPrv,Current Cigarette Smoking,POINT (-84.5861187587366 40.8554297690305)
177804,2022,OH,Ohio,Pike,BRFSS,Health Status,Fair or poor self-rated health status among adults,%,Age-adjusted prevalence,23.7,,,21.5,26.1,27005,20657,39131,HLTHSTAT,GHLTH,AgeAdjPrv,General Health,POINT (-83.0666366915286 39.0771703661227)
177808,2022,PA,Pennsylvania,Westmoreland,BRFSS,Health Status,Fair or poor self-rated health status among adults,%,Age-adjusted prevalence,14.3,,,12.6,16.2,352057,288902,42129,HLTHSTAT,GHLTH,AgeAdjPrv,General Health,POINT (-79.4668481490652 40.3107799991622)
177809,2022,OH,Ohio,Summit,BRFSS,Health-Related Social Needs,Feeling socially isolated among adults,%,Age-adjusted prevalence,35.7,,,31.6,39.8,535882,426254,39153,SOCLNEED,ISOLATION,AgeAdjPrv,Social Isolation,POINT (-81.5321556359145 41.1259055177579)
177814,2022,PA,Pennsylvania,Pike,BRFSS,Health Status,Frequent mental distress among adults,%,Age-adjusted prevalence,16.9,,,15.1,18.7,60558,50297,42103,HLTHSTAT,MHLTH,AgeAdjPrv,Frequent Mental Distress,POINT (-75.0336159346126 41.3320909480683)
177816,2021,OH,Ohio,Morrow,BRFSS,Prevention,Taking medicine to control high blood pressure among adults with high blood pressure,%,Age-adjusted prevalence,61.6,,,56.8,66.2,35339,27724,39117,PREVENT,BPMED,AgeAdjPrv,High Blood Pressure Medication,POINT (-82.7939556363472 40.5240934358179)
177817,2022,PA,Pennsylvania,Warren,BRFSS,Health Risk Behaviors,Binge drinking among adults,%,Crude prevalence,16.9,,,13.7,20.5,37808,30451,42123,RISKBEH,BINGE,CrdPrv,Binge Drinking,POINT (-79.2738926761047 41.8144358607218)
177818,2022,PA,Pennsylvania,Snyder,BRFSS,Disability,Mobility disability among adults,%,Crude prevalence,14.7,,,12.9,16.6,39652,31599,42109,DISABLT,MOBILITY,CrdPrv,Mobility Disability,POINT (-77.0702374046649 40.7699512544196)
177820,2022,PA,Pennsylvania,Beaver,BRFSS,Health Risk Behaviors,Short sleep duration among adults,%,Age-adjusted prevalence,36.7,,,30.5,43.4,165677,133925,42007,RISKBEH,SLEEP,AgeAdjPrv,Short Sleep Duration,POINT (-80.349491791472 40.6823424598597)
177827,2022,PA,Pennsylvania,Lycoming,BRFSS,Prevention,Colorectal cancer screening among adults aged 45–75 years,%,Crude prevalence,68.4,,,63.4,73.0,113104,89932,42081,PREVENT,COLON_SCREEN,CrdPrv,Colorectal Cancer Screening,POINT (-77.0646368861944 41.3434954609147)
177829,2022,PA,Pennsylvania,Adams,BRFSS,Health Outcomes,All teeth lost among adults aged >=65 years,%,Age-adjusted prevalence,15.9,,,12.7,19.4,106027,85792,42001,HLTHOUT,TEETHLOST,AgeAdjPrv,All Teeth Lost,POINT (-77.2179067034351 39.871619978239)
177833,2021,PA,Pennsylvania,Lehigh,BRFSS,Health Outcomes,High cholesterol among adults who have ever been screened,%,Crude prevalence,32.9,,,29.0,37.0,376317,292434,42077,HLTHOUT,HIGHCHOL,CrdPrv,High Cholesterol,POINT (-75.592421171386 40.6126220041777)
177836,2022,PA,Pennsylvania,Blair,BRFSS,Prevention,Visits to doctor for routine checkup within the past year among adults,%,Crude prevalence,78.7,,,74.9,82.2,121032,96919,42013,PREVENT,CHECKUP,CrdPrv,Annual Checkup,POINT (-78.3485770904823 40.4809694312938)
177838,2022,PA,Pennsylvania,Snyder,BRFSS,Health Outcomes,Cancer (non-skin) or melanoma among adults,%,Crude prevalence,9.4,,,8.4,10.4,39652,31599,42109,HLTHOUT,CANCER,CrdPrv,Cancer (non-skin) or Melanoma,POINT (-77.0702374046649 40.7699512544196)
177840,2022,OH,Ohio,Pike,BRFSS,Health-Related Social Needs,Received food stamps in the past 12 months among adults,%,Age-adjusted prevalence,26.0,,,23.5,28.5,27005,20657,39131,SOCLNEED,FOODSTAMP,AgeAdjPrv,Food Stamps,POINT (-83.0666366915286 39.0771703661227)
177843,2022,PA,Pennsylvania,Erie,BRFSS,Health Outcomes,Coronary heart disease among adults,%,Crude prevalence,8.2,,,7.4,9.1,267689,212575,42049,HLTHOUT,CHD,CrdPrv,Coronary Heart Disease,POINT (-80.0327592687448 41.9924719108558)
177845,2022,OH,Ohio,Seneca,BRFSS,Prevention,Visits to doctor for routine checkup within the past year among adults,%,Crude prevalence,79.2,,,76.0,82.2,54632,43023,39147,PREVENT,CHECKUP,CrdPrv,Annual Checkup,POINT (-83.1275866518734 41.1237051920597)
177853,2022,PA,Pennsylvania,Butler,BRFSS,Health Outcomes,Current asthma among adults,%,Age-adjusted prevalence,10.1,,,8.9,11.5,197300,160035,42019,HLTHOUT,CASTHMA,AgeAdjPrv,Current Asthma,POINT (-79.9132626491296 40.9120032618258)
177855,2022,PA,Pennsylvania,Northampton,BRFSS,Health Status,Frequent mental distress among adults,%,Crude prevalence,16.1,,,14.4,17.8,318526,258105,42095,HLTHSTAT,MHLTH,CrdPrv,Frequent Mental Distress,POINT (-75.3074851332014 40.7545552605228)
177857,2022,PA,Pennsylvania,Chester,BRFSS,Prevention,Visits to doctor for routine checkup within the past year among adults,%,Crude prevalence,77.3,,,73.5,80.8,545823,427058,42029,PREVENT,CHECKUP,CrdPrv,Annual Checkup,POINT (-75.7478952890845 39.9733449188581)
